Title,Year,Domain,IsPM,Dimension,Present
A visual approach to support process analysts in working with process improvement opportunities,2023,Process Mining / BPM,True,GA,True
"A General Process Mining Framework for Correlating, Predicting and Clustering Dynamic Behavior Based on Event Logs",2015,Process Mining / BPM,True,GA,True
The Action Engine Œ Turning Process Insights into Action,2019,Process Mining / BPM,True,GA,True
A General Framework for Action-Oriented Process Mining,2020,Process Mining / BPM,True,GA,True
A study into the contingencies of process improvement methods,2022,Healthcare / Clinical,False,GA,True
Process Mining: A Guide for Practitioners,2022,Process Mining / BPM,True,GA,False
Discovery of Improvement Opportunities in Knock-Out Checks of Business Processes,2023,Process Mining / BPM,True,GA,True
Aggregating Event Knowledge Graphs for Task Analysis,2023,Process Mining / BPM,True,GA,False
Multi-perspective Concept Drift Detection: Including the Actor Perspective,2024,Process Mining / BPM,True,GA,False
BPMN in healthcare: Challenges and best practices,2022,Healthcare / Clinical,False,GA,True
The biggest business process management problems to solve before we die,2023,Healthcare / Clinical,False,GA,False
On the Origin of Questions in Process Mining Projects,2022,Process Mining / BPM,True,GA,False
Supporting Provenance and Data Awareness in Exploratory Process Mining,2023,Process Mining / BPM,True,GA,False
Preface: Special Issue on Knowledge Representation and Reasoning for Healthcare Processes,2023,Healthcare / Clinical,False,GA,False
Enhancing Discovered Process Models with Data Object Lifecycles,2021,Healthcare / Clinical,False,GA,False
A Fresh Approach to Analyze Process Outcomes,2023,Process Mining / BPM,True,GA,True
Defining and visualizing process execution variants from partially ordered event data,2024,Process Mining / BPM,True,GA,False
Leveraging Digital Trace Data to Investigate and Support Human-Centered Work Processes,2024,Healthcare / Clinical,False,GA,False
Explaining Process Dynamics: A Process Mining Context Taxonomy for Sense-Making,2025,Process Mining / BPM,True,GA,True
Exploring Object Centric Process Mining with MIMIC IV: Unlocking Insights in Healthcare,2024,Healthcare / Clinical,False,GA,False
"Even If Explanations: Prior Work, Desiderata & Benchmarks for Semi-Factual XAI",2023,Explainable AI / ML,False,GA,True
Decomposing Counterfactual Explanations for Consequential Decision Making,2022,Education / Learning,False,GA,True
An Actionability Assessment Tool for Explainable AI,2024,Healthcare / Clinical,False,GA,True
"The Art and Science of Cause and Effect (Epilogue to *Causality: Models, Reasoning, and Inference*, 2nd ed.)",2009 (lecture delivered 1996),Explainable AI / ML,False,GA,True
"Explainable Artificial Intelligence (XAI): Concepts, Taxonomies, Opportunities and Challenges toward Responsible AI",2020,Education / Learning,False,GA,True
RetainVis: Visual Analytics with Interpretable and Interactive Recurrent Neural Networks on Electronic Medical Records,2019,Healthcare / Clinical,False,GA,False
DACE: Distribution-Aware Counterfactual Explanation by Mixed-Integer Linear Optimization,2020,Education / Learning,False,GA,True
Explainable AI: A Review of Machine Learning Interpretability Methods,2021,Education / Learning,False,GA,True
Counterfactual Explanations and Algorithmic Recourses for Machine Learning: A Review,2024,Education / Learning,False,GA,True
Navigating explanatory multiverse through counterfactual path geometry,2025,Education / Learning,False,GA,True
Medical-informed machine learning: integrating prior knowledge into medical decision systems,2024,Healthcare / Clinical,False,GA,True
An Explanatory Model Steering System for Collaboration between Domain Experts and AI,2024,Healthcare / Clinical,False,GA,True
Explanation User Interfaces: A Systematic Literature Review,2025,Healthcare / Clinical,False,GA,True
DECE: Decision Explorer with Counterfactual Explanations for Machine Learning Models,2021,Healthcare / Clinical,False,GA,True
Data-Driven Simulation in Process Mining: Introducing a Reference Model,2023,Process Mining / BPM,True,GA,True
What Constitutes an fiActionable Insightfl in Learning Analytics?,2018,Education / Learning,False,GA,True
What Clinicians Want: Contextualizing Explainable Machine Learning for Clinical End Use,2019,Healthcare / Clinical,False,GA,True
"Visual Analytics: Definition, Process, and Challenges",2008,Transportation / Logistics,False,GA,True
"The role of explainability in creating trustworthy artificial intelligence for health care: a comprehensive survey of the terminology, design choices, and evaluation strategies",2020,Healthcare / Clinical,False,GA,True
The GuideLine Interchange Format: A Model for Representing Guidelines,1998,Healthcare / Clinical,False,GA,True
Illuminating the Path: The Research and Development Agenda for Visual Analytics,2005,Visual Analytics; HumanŒComputer Interaction; Data Science,False,GA,True
Predictive Business Process Monitoring with LSTM Neural Networks,2017,Process Mining / BPM,True,GA,False
Planning for Action: The Impact of an Asthma Action Plan Decision Support Tool Integrated into an Electronic Health Record (EHR) at a Large Health Care System,2015,Healthcare / Clinical,False,GA,True
The GuideLine Implementability Appraisal (GLIA): Development of an instrument to identify obstacles to guideline implementation,2005,Healthcare / Clinical,False,GA,True
Knowledge Generation Model for Visual Analytics,2014,Process Mining / BPM,True,GA,True
On Sense Making and the Generation of Knowledge in Visual Analytics,2022,Explainable AI / ML,False,GA,True
On Counterfactual Explanations under Predictive Multiplicity,2020,Education / Learning,False,GA,True
Modelling and quantifying the behaviours of students in lecture capture environments,2014,Education / Learning,False,GA,True
Health digital state and Smart EHR systems,2020,Healthcare / Clinical,False,GA,True
From Data Mining to Knowledge Discovery in Databases,1996,Explainable AI / ML,False,GA,True
Explanation in Artificial Intelligence: Insights from the Social Sciences,2018,Explainable AI / ML,False,GA,True
Explainable Matrix Œ Visualization for Global and Local Interpretability of Random Forest Classification Ensembles,2021,Education / Learning,False,GA,True
Explainable machine learning algorithms to identify predictors of intention to use family planning among women of reproductive-age in Ethiopia: Evidence from the Performance Monitoring and Accountability (PMA) 2021 survey data set,2025,Healthcare / Clinical,False,GA,False
Evaluating the Quality of Machine Learning Explanations: A Survey on Methods and Metrics,2021,Education / Learning,False,GA,True
Decision Support Systems: The Next Decade,1987,Explainable AI / ML,False,GA,True
Co-Designing a Real-Time Classroom Orchestration Tool to Support TeacherŒAI Complementarity,2019,Education / Learning,False,GA,True
Clinical Practice Guidelines: A Manual for Developing Evidence-Based Guidelines to Facilitate Performance Measurement and Quality Improvement,2006,Healthcare / Clinical,False,GA,True
Seeking Truth and Actionable Knowledge: How the Scientific Method Inhibits Both,,Education / Learning,False,GA,True
A Survey of Algorithmic Recourse: Contrastive Explanations and Consequential Recommendations,2021,Education / Learning,False,GA,True
A Modified LIME and Its Application to Explain Service Supply Chain Forecasting,2019,Explainable AI / ML,False,GA,False
Towards Understanding the Role of the Human in Event Log Extraction,2022,Process Mining / BPM,True,GA,False
On the Trade-offs between Adversarial Robustness and Actionable Explanations,2024,Education / Learning,False,GA,True
FACE: Feasible and Actionable Counterfactual Explanations,2020,Education / Learning,False,GA,True
Evaluating the understandability and actionability of online CKD educational materials,2024,Healthcare / Clinical,False,GA,True
Directive Explanations for Actionable Explainability in Machine Learning Applications,2023,Explainable AI / ML,False,GA,True
Evaluating Online and Offline Health Information With the Patient Education Materials Assessment Tool: Protocol for a Systematic Review,2025,Healthcare / Clinical,False,GA,True
Counterfactual Explanations Without Opening the Black Box: Automated Decisions and the GDPR,2018,Explainable AI / ML,False,GA,True
Assessing the understandability and actionability of online resources for patients undergoing hemodialysis,2025,Healthcare / Clinical,False,GA,True
Predictive monitoring of business processes: a survey,2017,Education / Learning,False,GA,True
Where Did I Misbehave? Diagnostic Information in Compliance Checking,2012,Process Mining / BPM,True,GA,True
Outlier Detection Techniques for Process Mining Applications,2008,Process Mining / BPM,True,GA,False
Algorithms for Anomaly Detection of Traces in Logs of Process Aware Information Systems,2013,Process Mining / BPM,True,GA,False
Addressing the Contemporary Challenges of Business Process Compliance: The Case for Process Mining in the Banking Industry,2025,Process Mining / BPM,True,GA,True
